event_id,session_id,is_bot,event_type,bot_id,action,timestamp,ip_address,user_agent,actions_per_session,prev_timestamp,time_diff_sec,action_code,bot_code
9d0775c4-daac-41ee-9d7c-17ffd1dcc7c9,0034ef4a,1,bot,bingbot,page_view,2025-12-10 11:42:28.868644476,10.233.156.126,Go-http-client/2.0,1,,0.0,2,0
cbc0f0bf-461e-4e98-b426-4ab9637c61a0,00729a37,1,bot,yandex_bot,click,2025-12-09 00:13:39.955218315,192.168.114.166,Go-http-client/2.0,1,,0.0,0,9
7d92d56c-a560-40a4-b8b0-4c03a58c6244,00c92d12,1,bot,curl_bot,scroll,2025-12-10 09:54:21.740313292,172.23.244.148,python-requests/2.31.0,1,,0.0,3,1
40a95af1-b687-49d2-950d-37557ba3bea0,01015f72,0,human,none,click,2025-12-05 23:13:51.807787895,66.249.78.229,Googlebot/2.1 (+http://www.google.com/bot.html),1,,0.0,0,4
43a49299-3741-4eae-b18a-ba9b485941af,010d5bae,0,human,none,click,2025-12-10 09:45:55.113477707,172.16.202.35,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,1,,0.0,0,4
7dd90616-5744-46e2-a485-dc5f223f213e,0150e875,1,bot,scraper_bot,scroll,2025-12-09 00:11:56.405852079,66.249.64.23,Selenium/Chrome/120.0.6099.109,1,,0.0,3,6
e638a088-c6b7-4151-8a25-61bc3bff3246,01513f21,1,bot,scraper_bot,scroll,2025-12-10 10:19:44.272170067,192.168.173.218,Googlebot/2.1 (+http://www.google.com/bot.html),1,,0.0,3,6
ab07b958-addd-419d-9f21-1cb9f4f29efc,015b59a5,1,bot,selenium_bot,scroll,2025-12-05 22:49:44.914447546,10.183.188.244,Selenium/Chrome/120.0.6099.109,1,,0.0,3,7
4b58ebe6-dfe7-4853-83bd-2019ee771f30,018a5f1d,1,bot,selenium_bot,scroll,2025-12-10 11:48:50.629210949,10.139.201.51,facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php),1,,0.0,3,7
4bbee782-aca2-4d1b-9444-937e552f66b5,01aabb63,0,human,none,page_view,2025-12-05 23:01:03.813775301,172.16.36.205,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",1,,0.0,2,4
5c0528bb-86e3-407b-a2a5-ca9a4da8f0a0,01d270cb,1,bot,bingbot,search,2025-12-10 11:40:20.229814291,157.55.39.227,facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php),1,,0.0,4,0
2a4abf09-7ea2-4aa8-9458-1df193bb83b6,01dedbbd,0,human,none,page_view,2025-12-10 11:37:48.957914114,66.249.70.55,Mozilla/5.0 (compatible; Bingbot/2.0; +http://www.bing.com/bingbot.htm),1,,0.0,2,4
ca5c4369-0e88-449e-9cc7-291fee7396ac,021c422e,0,human,none,scroll,2025-12-10 10:42:28.724504232,10.0.254.177,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",1,,0.0,3,4
a18690fc-3673-43e5-b4f4-d20e53b1957b,02588618,0,human,none,click,2025-12-10 10:50:13.310771704,10.0.200.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",1,,0.0,0,4
7838f6bd-806e-462f-962f-96642f2b6df2,0288822b,0,human,none,page_view,2025-12-09 00:06:48.906216860,172.16.146.15,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",1,,0.0,2,4
df5640f3-7902-427b-abe0-e13bee709ffe,029369bb,1,bot,python_requests_bot,click,2025-12-09 00:21:54.397959948,66.249.95.48,curl/7.88.1,1,,0.0,0,5
a1dfa44f-c128-4e90-ae0d-741aba5fb836,0295f258,0,human,none,page_view,2025-12-10 11:40:36.276920319,172.16.35.113,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",1,,0.0,2,4
1b5c7f3c-8ecc-4f1e-842d-740073564756,02ab8b19,0,human,none,click,2025-12-05 22:58:07.104665756,192.168.196.44,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",1,,0.0,0,4
4ba81257-55ce-4be6-91c1-22ecad0ef09d,02cacea3,0,human,none,page_view,2025-12-10 11:42:52.698581934,172.16.194.78,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,1,,0.0,2,4
d5132656-c41e-4c13-9e8b-e16a5cc6c2f0,02fb3a18,0,human,none,page_view,2025-12-10 09:50:59.670577765,172.16.6.162,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",1,,0.0,2,4
