event_id,session_id,is_bot,bot_type,action,timestamp,ip_address,user_agent,device_type,browser_family,os_family
689bb596-0063-4fc4-9090-5f6aaa8e0cef,sess_8dd5653af05b,1,googlebot,click,2025-12-14 09:43:54.774945,172.27.249.72,Googlebot/2.1 (+http://www.google.com/bot.html),desktop,bot_client,other
41f8d11c-cc9f-4f07-b032-d2e17d7befbb,sess_8dd5653af05b,1,googlebot,click,2025-12-14 09:43:55.361192,172.27.249.72,Googlebot/2.1 (+http://www.google.com/bot.html),desktop,bot_client,other
cc1e5938-8299-48cf-a178-d3aaca5c19fb,sess_8dd5653af05b,1,googlebot,login,2025-12-14 09:43:55.567548,172.27.249.72,Googlebot/2.1 (+http://www.google.com/bot.html),desktop,bot_client,other
626343fb-f677-4b1b-a128-6de551d1774a,sess_c752ac5adf30,0,none,page_view,2025-12-14 09:43:53.706807,172.16.211.72,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",desktop,chrome,windows
cd4d6a9c-7098-4f04-a629-3d2f0b2cf08a,sess_c752ac5adf30,0,none,page_view,2025-12-14 09:43:55.369168,172.16.211.72,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",desktop,chrome,windows
1d3e3adf-bb94-4e63-bb7e-178f521489bd,sess_8dd5653af05b,1,googlebot,scroll,2025-12-14 09:43:56.170591,172.27.249.72,Googlebot/2.1 (+http://www.google.com/bot.html),desktop,bot_client,other
394f381f-5725-4e5e-b6d1-6292220bb8e9,sess_c752ac5adf30,0,none,click,2025-12-14 09:43:55.288230,172.16.211.72,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",desktop,chrome,windows
3427e91a-2ced-42b0-9c0a-57b12bf4b5d1,sess_8dd5653af05b,1,googlebot,scroll,2025-12-14 09:43:56.271357,172.27.249.72,Googlebot/2.1 (+http://www.google.com/bot.html),desktop,bot_client,other
ff6ad1c2-7af0-4235-a97e-8936b4349637,sess_c685050d555e,0,none,login,2025-12-14 09:43:55.352498,10.0.8.160,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",mobile,safari,macos
a62a6946-d260-4e5e-ae13-54382e684a89,sess_c685050d555e,0,none,scroll,2025-12-14 09:43:55.692325,10.0.8.160,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",mobile,safari,macos
773a1d3a-0975-43c5-b72e-19852170fe00,sess_c752ac5adf30,0,none,search,2025-12-14 09:43:59.376504,172.16.211.72,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",desktop,chrome,windows
69799435-2897-4631-a2b3-68a7652bc7be,sess_8dd5653af05b,1,googlebot,page_view,2025-12-14 09:43:55.972723,172.27.249.72,Googlebot/2.1 (+http://www.google.com/bot.html),desktop,bot_client,other
fef8528b-7aa8-4c0e-a985-7c707dcac583,sess_c685050d555e,0,none,search,2025-12-14 09:43:56.356934,10.0.8.160,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",mobile,safari,macos
92595d88-72e7-49a3-9a7a-155210589a99,sess_c685050d555e,0,none,click,2025-12-14 09:43:58.008183,10.0.8.160,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",mobile,safari,macos
dd942b15-4448-4182-a8b0-e8458b41c85e,sess_93ac79a062a0,0,none,page_view,2025-12-14 09:43:54.886339,10.0.160.67,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",mobile,safari,macos
50095910-4119-4f8d-907d-72ddf1976024,sess_174147b344cd,0,none,page_view,2025-12-14 09:43:56.429252,10.0.89.60,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,desktop,firefox,windows
a3c133d4-e8d7-47ca-8811-a0e5a2f8ba80,sess_93ac79a062a0,0,none,click,2025-12-14 09:43:56.711769,10.0.160.67,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",mobile,safari,macos
3748d457-98d5-46e4-b555-b6ffc159b328,sess_5e5f272668e3,0,none,page_view,2025-12-14 09:43:56.580227,172.16.113.91,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",mobile,safari,macos
7f800870-8ace-40db-8105-fda316abdfdf,sess_5e5f272668e3,0,none,click,2025-12-14 09:43:56.598721,172.16.113.91,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",mobile,safari,macos
9f01dd5f-4450-4f25-8813-8d9fa176964b,sess_93ac79a062a0,0,none,page_view,2025-12-14 09:43:57.686001,10.0.160.67,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",mobile,safari,macos
0e6fed6a-807d-429f-b878-32fc9946c002,sess_93ac79a062a0,0,none,page_view,2025-12-14 09:43:59.988687,10.0.160.67,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",mobile,safari,macos
2b542e71-3095-419e-b20a-139a5cda97d2,sess_1c9f26cf4394,1,scraper_bot,page_view,2025-12-14 09:43:55.922573,10.148.190.73,curl/7.88.1,desktop,other,other
eabc1c03-d759-4cdf-894e-559045332ae1,sess_1c9f26cf4394,1,scraper_bot,click,2025-12-14 09:43:56.911792,10.148.190.73,curl/7.88.1,desktop,other,other
c9b2be88-8687-49ee-8bb2-beabc93c776f,sess_ceb1ebd1fe6d,0,none,scroll,2025-12-14 09:43:57.497248,10.0.113.81,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",desktop,chrome,linux
db1803a1-77ef-4e2d-b5d5-ac7edfdc8945,sess_517ba93312b7,1,bingbot,scroll,2025-12-14 09:43:56.052957,10.117.229.31,Go-http-client/2.0,desktop,other,other
699bd8d2-61a6-4508-9e79-44b588119faa,sess_1c9f26cf4394,1,scraper_bot,click,2025-12-14 09:43:57.591444,10.148.190.73,curl/7.88.1,desktop,other,other
aaa0a98f-61f5-4aad-85da-b82e3ba51e63,sess_ceb1ebd1fe6d,0,none,search,2025-12-14 09:43:56.953122,10.0.113.81,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",desktop,chrome,linux
6addfcec-2e88-493c-af88-99140a5fa972,sess_517ba93312b7,1,bingbot,page_view,2025-12-14 09:43:57.798872,10.117.229.31,Go-http-client/2.0,desktop,other,other
800da087-1d45-4e83-9990-7fd3f6cfbca2,sess_1c9f26cf4394,1,scraper_bot,page_view,2025-12-14 09:44:01.589928,10.148.190.73,curl/7.88.1,desktop,other,other
764f3b17-13b2-4446-a061-67bf06a2116f,sess_517ba93312b7,1,bingbot,page_view,2025-12-14 09:43:58.739924,10.117.229.31,Go-http-client/2.0,desktop,other,other
2db10064-d3e6-4c8e-bc14-aea036822149,sess_1c9f26cf4394,1,scraper_bot,scroll,2025-12-14 09:43:59.999593,10.148.190.73,curl/7.88.1,desktop,other,other
72b13c55-64bd-4495-a2f3-c6032b7ccd89,sess_517ba93312b7,1,bingbot,page_view,2025-12-14 09:44:01.794567,10.117.229.31,Go-http-client/2.0,desktop,other,other
1d63fcb7-ff92-4187-8e57-c40702fd9c5c,sess_517ba93312b7,1,bingbot,click,2025-12-14 09:43:57.624449,10.117.229.31,Go-http-client/2.0,desktop,other,other
25c76ab3-c299-49d6-9233-4c9cee5f4e2c,sess_e025acda7cbd,0,none,search,2025-12-14 09:43:57.999510,192.168.213.212,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,desktop,firefox,windows
af6da873-34f7-4f39-8ebd-3a14587664b4,sess_1d25cc8333d9,0,none,click,2025-12-14 09:43:58.010048,172.16.254.99,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",desktop,chrome,windows
9c9ff2c9-fd7d-431c-b810-37b0729424dc,sess_1a05edfeee5f,0,none,page_view,2025-12-14 09:43:57.906748,10.0.217.135,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",desktop,safari,macos
bc59fbf3-8f56-4c5d-84df-b38b1f0fe4de,sess_1d25cc8333d9,0,none,page_view,2025-12-14 09:43:58.184076,172.16.254.99,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",desktop,chrome,windows
763218b8-19f6-4144-b4b7-48347dd5ceed,sess_1d25cc8333d9,0,none,page_view,2025-12-14 09:43:59.356882,172.16.254.99,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",desktop,chrome,windows
41f01fe0-09da-4ff8-80bf-83e0d42f651e,sess_1d25cc8333d9,0,none,click,2025-12-14 09:44:00.419641,172.16.254.99,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",desktop,chrome,windows
c7921f96-8389-40ff-8606-4a7d552318af,sess_6cf48e7ef8ef,0,none,click,2025-12-14 09:44:06.573381,192.168.121.162,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",desktop,safari,macos
f33da2b5-f9c3-40d6-9c20-656bb1856b0e,sess_b7b94c17de14,0,none,click,2025-12-14 09:43:59.550121,10.0.134.88,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",desktop,safari,macos
0645d826-51fa-46a6-b90c-d3b7f9442ca4,sess_b7b94c17de14,0,none,page_view,2025-12-14 09:43:59.927785,10.0.134.88,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",desktop,safari,macos
4ba93010-c681-4be9-98be-afa99deb8223,sess_010ae523f111,0,none,scroll,2025-12-14 09:43:58.283697,172.16.154.188,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,desktop,firefox,windows
8fe83400-790f-4245-8acf-58a2498cbdae,sess_010ae523f111,0,none,scroll,2025-12-14 09:44:00.003774,172.16.154.188,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,desktop,firefox,windows
