event_id,session_id,is_bot,bot_type,action,timestamp,ip_address,user_agent,device_type,browser_family,os_family
5e9317de-8e9a-45f1-ae4a-58959cd3ca66,sess_d89c9569b2aa,0,none,click,2025-12-11 12:42:30.544280,10.0.3.37,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",desktop,chrome,linux
89e3236a-2bcf-4e42-bda6-a163e536eafd,sess_4e136a064eef,0,none,search,2025-12-11 12:42:40.368159,10.0.98.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",desktop,chrome,windows
ded9afb2-e51b-48df-96b6-fc361784309e,sess_56326ef0df3f,1,facebook_externalhit,page_view,2025-12-11 12:42:22.919541,192.168.244.254,facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php),desktop,other,other
9d20e055-d553-49bd-9791-18c040693275,sess_eee28dbe2a37,0,none,click,2025-12-11 12:42:26.457265,192.168.253.141,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",desktop,chrome,windows
46457fc2-bf8a-49f2-ba55-8d5427805174,sess_4b71ca691433,0,none,click,2025-12-11 12:42:25.043160,192.168.236.90,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",desktop,chrome,windows
83cf959c-09a3-48ee-9202-5b5b7126f994,sess_61bce0233ad5,0,none,search,2025-12-11 12:42:24.293883,10.0.136.102,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",desktop,chrome,windows
e987bd85-e1c4-4193-8795-5b1e26bced09,sess_7c67ccd8bb80,1,python_requests_bot,click,2025-12-11 12:42:39.403361,157.55.39.212,curl/7.88.1,desktop,other,other
385b1ab4-1d2e-4536-9f17-3d625fa3f58e,sess_da24562f41f1,0,none,page_view,2025-12-11 12:42:35.209977,192.168.162.49,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",desktop,safari,macos
ad2e4aa5-f8d1-45a7-815c-bc48d57952be,sess_e5db69367e38,0,none,click,2025-12-11 12:42:28.253127,10.0.221.165,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",desktop,safari,macos
9e394215-a26e-4aed-ad9d-707f3562f38b,sess_ebd8894a7128,1,scraper_bot,click,2025-12-11 12:42:24.765194,66.249.86.223,Selenium/Chrome/120.0.6099.109,desktop,chrome,other
af393920-e291-4314-a0e2-224b084f233d,sess_fe8a731c4fc9,0,none,page_view,2025-12-11 12:42:44.132414,157.55.39.27,Googlebot/2.1 (+http://www.google.com/bot.html),desktop,bot_client,other
787746cf-ca13-437d-a107-13f42a92e73c,sess_94cdbe8bf82a,0,none,page_view,2025-12-11 12:42:44.777171,192.168.50.76,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,desktop,firefox,windows
6f0062ef-5a45-4795-8b16-27dd952e6670,sess_c6a464f08917,0,none,click,2025-12-11 12:42:31.427185,192.168.8.182,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",desktop,chrome,linux
e9806716-1ad3-464f-8d9b-c28937dbe5f7,sess_3d4f8d0e6a2a,0,none,scroll,2025-12-11 12:42:40.522205,172.16.78.121,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,desktop,firefox,windows
b4bd5900-ea69-4769-94c9-7757dd93d331,sess_df20ebe91e07,0,none,page_view,2025-12-11 12:42:45.219870,172.16.60.173,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",desktop,chrome,windows
74f9e23e-bcca-4921-b647-6561cb68038f,sess_2c1e101a3e9b,1,bingbot,scroll,2025-12-11 12:42:28.721795,66.249.77.250,Selenium/Chrome/120.0.6099.109,desktop,chrome,other
5ebc6ca7-a742-4ad4-9564-0470a8156bd2,sess_0fe5e614174f,0,none,page_view,2025-12-11 12:42:38.169110,10.0.181.127,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,desktop,firefox,windows
7a2b1922-83b8-4fe7-ae30-49b20b49a919,sess_d0e6867af18b,1,facebook_externalhit,page_view,2025-12-11 12:42:44.653177,10.202.232.138,facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php),desktop,other,other
4df99d7e-f0d3-43a6-96c8-807a227a9bd1,sess_11bfb1be48d8,1,scraper_bot,page_view,2025-12-11 12:42:31.565907,10.92.238.203,curl/7.88.1,desktop,other,other
caf0cd3b-151c-496d-b77d-271afaed92b2,sess_aaa1e822f3e2,1,python_requests_bot,login,2025-12-11 12:42:34.785471,66.249.83.64,Go-http-client/2.0,desktop,other,other
f2cfb519-9f51-4e84-bb29-2d970693d2fb,sess_afe8c6e1e340,1,facebook_externalhit,page_view,2025-12-11 12:42:47.059484,66.249.73.57,python-requests/2.31.0,desktop,other,other
baef7d12-02db-420b-8440-c5c438c358a8,sess_5715249707f8,1,yandex_bot,click,2025-12-11 12:42:41.555074,172.29.194.203,python-requests/2.31.0,desktop,other,other
7a40ee7b-c5f4-4461-a599-37dfc1dd3a59,sess_7941da29013c,0,none,click,2025-12-11 12:42:37.571763,192.168.81.101,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",desktop,chrome,linux
3962a9d1-46fe-411a-89d6-e40c0dc5fff4,sess_3bfc2aeefbf5,0,none,page_view,2025-12-11 12:42:38.575916,10.0.49.185,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",desktop,chrome,windows
4fe418de-b6fa-40f1-811a-d39a6ba01a12,sess_1828de93859c,1,scraper_bot,scroll,2025-12-11 12:42:34.760778,172.24.132.132,Selenium/Chrome/120.0.6099.109,desktop,chrome,other
1cd6719c-e262-430a-bb7f-199e0b196fed,sess_5bcfce5aebed,1,scraper_bot,search,2025-12-11 12:42:35.767626,172.26.171.167,python-requests/2.31.0,desktop,other,other
