event_id,session_id,is_bot,bot_type,action,timestamp,ip_address,user_agent,device_type,browser_family,os_family
7aebeff5-f393-4306-b478-c2e3bf22e3a5,sess_a6cb9279421f,0,none,page_view,2025-12-16T13:40:59.797717,172.16.114.48,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,desktop,firefox,windows
8760efee-c251-4d69-87a0-dc4623b5a48e,sess_a6cb9279421f,0,none,page_view,2025-12-16T13:40:59.954423,172.16.114.48,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,desktop,firefox,windows
dfba945c-e91b-4f9c-948f-f28201f8aebb,sess_a6cb9279421f,0,none,page_view,2025-12-16T13:41:00.832919,172.16.114.48,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,desktop,firefox,windows
1b6c99a1-c809-4005-97fa-3fdb77e825c8,sess_6dee20a2e1fa,0,none,scroll,2025-12-16T13:41:00.495574,172.16.231.37,"Mozilla/5.0 (Linux; Android 11; SM-A505F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.6045.163 Mobile Safari/537.36",mobile,chrome,android
02af4255-63ea-4db5-8be3-c9f1fe9f55ff,sess_47aa8bc264c1,0,none,page_view,2025-12-16T13:41:01.418686,10.0.137.165,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",desktop,chrome,windows
90a71529-9c19-45d5-9fa8-689f16db2236,sess_6dee20a2e1fa,0,none,scroll,2025-12-16T13:41:01.348520,172.16.231.37,"Mozilla/5.0 (Linux; Android 11; SM-A505F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.6045.163 Mobile Safari/537.36",mobile,chrome,android
01db23cb-a0e0-4a54-8590-f69ecd5c1933,sess_6dee20a2e1fa,0,none,click,2025-12-16T13:41:02.963372,172.16.231.37,"Mozilla/5.0 (Linux; Android 11; SM-A505F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.6045.163 Mobile Safari/537.36",mobile,chrome,android
0d00ec9e-326f-4c49-b490-f17339961c8d,sess_6dee20a2e1fa,0,none,page_view,2025-12-16T13:41:00.672689,172.16.231.37,"Mozilla/5.0 (Linux; Android 11; SM-A505F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.6045.163 Mobile Safari/537.36",mobile,chrome,android
f59b443c-07ea-41a3-82a9-d516d36a6e30,sess_4b138e87a891,0,none,page_view,2025-12-16T13:41:00.639007,192.168.198.101,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,desktop,firefox,windows
d16a6769-611f-4d11-b986-846fdce331f8,sess_4b138e87a891,0,none,click,2025-12-16T13:41:00.968048,192.168.198.101,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,desktop,firefox,windows
e59e5397-e509-4e0b-9c1a-9e56ff8096d7,sess_4b138e87a891,0,none,page_view,2025-12-16T13:41:03.331649,192.168.198.101,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,desktop,firefox,windows
7bc0d51b-26a7-489e-96c6-9924cb721d10,sess_6c7206599cc0,1,python_requests_bot,page_view,2025-12-16T13:41:02.260550,172.23.106.21,Go-http-client/2.0,desktop,other,other
76b2826a-b1fc-42ed-9f30-cd926a75b6b4,sess_57acb21885e5,0,none,login,2025-12-16T13:41:00.890441,192.168.179.221,"Mozilla/5.0 (Linux; Android 11; SM-A505F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.6045.163 Mobile Safari/537.36",mobile,chrome,android
